"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/23/2021","AirNow","180190010","3","7.6","ug/m3 LC","32","Jeffersonville- Bates-Bowyer Ave.","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","18","Indiana","019","Clark","38.2881908269178","-85.741336506"
"01/24/2021","AirNow","180190010","3","11.3","ug/m3 LC","47","Jeffersonville- Bates-Bowyer Ave.","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","18","Indiana","019","Clark","38.2881908269178","-85.741336506"
"01/01/2021","AirNow","180390008","3","4.8","ug/m3 LC","20","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/02/2021","AirNow","180390008","3","3.4","ug/m3 LC","14","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/03/2021","AirNow","180390008","3","5.5","ug/m3 LC","23","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/04/2021","AirNow","180390008","3","6.1","ug/m3 LC","25","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/05/2021","AirNow","180390008","3","10","ug/m3 LC","42","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/06/2021","AirNow","180390008","3","1.9","ug/m3 LC","8","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/07/2021","AirNow","180390008","3","1","ug/m3 LC","4","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/08/2021","AirNow","180390008","3","3","ug/m3 LC","13","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/09/2021","AirNow","180390008","3","2.2","ug/m3 LC","9","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/10/2021","AirNow","180390008","3","11.8","ug/m3 LC","49","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/11/2021","AirNow","180390008","3","13","ug/m3 LC","53","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/12/2021","AirNow","180390008","3","13.4","ug/m3 LC","54","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/13/2021","AirNow","180390008","3","10.6","ug/m3 LC","44","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/14/2021","AirNow","180390008","3","12.3","ug/m3 LC","51","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/15/2021","AirNow","180390008","3","4.9","ug/m3 LC","20","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/16/2021","AirNow","180390008","3","5.1","ug/m3 LC","21","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/17/2021","AirNow","180390008","3","5.2","ug/m3 LC","22","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/18/2021","AirNow","180390008","3","3.9","ug/m3 LC","16","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/19/2021","AirNow","180390008","3","3.1","ug/m3 LC","13","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/20/2021","AirNow","180390008","3","1.8","ug/m3 LC","8","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/21/2021","AirNow","180390008","3","0.4","ug/m3 LC","2","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/22/2021","AirNow","180390008","3","0.6","ug/m3 LC","3","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/23/2021","AirNow","180390008","3","1.1","ug/m3 LC","5","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/24/2021","AirNow","180390008","3","0.3","ug/m3 LC","1","Elkhart- Prairie St.","1","100.0000","88101","PM2.5 - Local Conditions","21140","Elkhart-Goshen, IN","18","Indiana","039","Elkhart","41.657154959937","-85.96844591"
"01/01/2021","AirNow","180570007","3","8.5","ug/m3 LC","35","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/02/2021","AirNow","180570007","3","3.5","ug/m3 LC","15","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/03/2021","AirNow","180570007","3","5.5","ug/m3 LC","23","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/04/2021","AirNow","180570007","3","9.1","ug/m3 LC","38","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/05/2021","AirNow","180570007","3","10.2","ug/m3 LC","43","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/06/2021","AirNow","180570007","3","8.7","ug/m3 LC","36","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/07/2021","AirNow","180570007","3","7.5","ug/m3 LC","31","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/08/2021","AirNow","180570007","3","5.9","ug/m3 LC","25","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/09/2021","AirNow","180570007","3","11.3","ug/m3 LC","47","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/10/2021","AirNow","180570007","3","16.9","ug/m3 LC","61","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/11/2021","AirNow","180570007","3","12.2","ug/m3 LC","51","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/12/2021","AirNow","180570007","3","15.5","ug/m3 LC","58","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/13/2021","AirNow","180570007","3","13.8","ug/m3 LC","55","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/14/2021","AirNow","180570007","3","11.2","ug/m3 LC","47","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/15/2021","AirNow","180570007","3","4.7","ug/m3 LC","20","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/16/2021","AirNow","180570007","3","7","ug/m3 LC","29","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
"01/17/2021","AirNow","180570007","3","5","ug/m3 LC","21","11775 Brooks School Rd.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.96088418","-85.939546219"
