"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/20/2021","AirNow","550030010","3","4.6","ug/m3 LC","19","BAD RIVER TRIBAL SCHOOL - ODANAH","1","100.0000","88101","PM2.5 - Local Conditions","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/21/2021","AirNow","550030010","3","2.2","ug/m3 LC","9","BAD RIVER TRIBAL SCHOOL - ODANAH","1","100.0000","88101","PM2.5 - Local Conditions","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/22/2021","AirNow","550030010","3","1.1","ug/m3 LC","5","BAD RIVER TRIBAL SCHOOL - ODANAH","1","100.0000","88101","PM2.5 - Local Conditions","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/23/2021","AirNow","550030010","3","6.2","ug/m3 LC","26","BAD RIVER TRIBAL SCHOOL - ODANAH","1","100.0000","88101","PM2.5 - Local Conditions","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/24/2021","AirNow","550030010","3","4.6","ug/m3 LC","19","BAD RIVER TRIBAL SCHOOL - ODANAH","1","100.0000","88101","PM2.5 - Local Conditions","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/01/2021","AirNow","550090005","3","26.9","ug/m3 LC","82","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/02/2021","AirNow","550090005","3","17.7","ug/m3 LC","63","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/03/2021","AirNow","550090005","3","23.9","ug/m3 LC","76","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/04/2021","AirNow","550090005","3","16.4","ug/m3 LC","60","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/05/2021","AirNow","550090005","3","17.5","ug/m3 LC","62","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/06/2021","AirNow","550090005","3","20.9","ug/m3 LC","70","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/07/2021","AirNow","550090005","3","8.4","ug/m3 LC","35","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/08/2021","AirNow","550090005","3","3.8","ug/m3 LC","16","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/09/2021","AirNow","550090005","3","8.8","ug/m3 LC","37","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/10/2021","AirNow","550090005","3","16.1","ug/m3 LC","59","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/11/2021","AirNow","550090005","3","14.7","ug/m3 LC","56","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/12/2021","AirNow","550090005","3","18.5","ug/m3 LC","64","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/13/2021","AirNow","550090005","3","22.1","ug/m3 LC","72","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/14/2021","AirNow","550090005","3","25.4","ug/m3 LC","79","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/15/2021","AirNow","550090005","3","11.3","ug/m3 LC","47","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/16/2021","AirNow","550090005","3","5.4","ug/m3 LC","23","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/17/2021","AirNow","550090005","3","2.2","ug/m3 LC","9","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/18/2021","AirNow","550090005","3","3.1","ug/m3 LC","13","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/19/2021","AirNow","550090005","3","4.7","ug/m3 LC","20","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/20/2021","AirNow","550090005","3","6.5","ug/m3 LC","27","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/21/2021","AirNow","550090005","3","3.6","ug/m3 LC","15","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/22/2021","AirNow","550090005","3","2.8","ug/m3 LC","12","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/23/2021","AirNow","550090005","3","7.1","ug/m3 LC","30","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/24/2021","AirNow","550090005","3","15.6","ug/m3 LC","58","GREEN BAY EAST HIGH","1","100.0000","88101","PM2.5 - Local Conditions","24580","Green Bay, WI","55","Wisconsin","009","Brown","44.50729","-87.99344"
"01/01/2021","AirNow","550250041","3","25.4","ug/m3 LC","79","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/02/2021","AirNow","550250041","3","22.5","ug/m3 LC","73","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/03/2021","AirNow","550250041","3","16.2","ug/m3 LC","60","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/04/2021","AirNow","550250041","3","11.3","ug/m3 LC","47","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/05/2021","AirNow","550250041","3","19.3","ug/m3 LC","66","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/06/2021","AirNow","550250041","3","22.1","ug/m3 LC","72","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/07/2021","AirNow","550250041","3","16.3","ug/m3 LC","60","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/08/2021","AirNow","550250041","3","8.4","ug/m3 LC","35","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/09/2021","AirNow","550250041","3","9.4","ug/m3 LC","39","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/10/2021","AirNow","550250041","3","15.3","ug/m3 LC","58","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/11/2021","AirNow","550250041","3","12.8","ug/m3 LC","52","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/12/2021","AirNow","550250041","3","14.8","ug/m3 LC","57","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/13/2021","AirNow","550250041","3","17.6","ug/m3 LC","63","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/14/2021","AirNow","550250041","3","19","ug/m3 LC","66","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/15/2021","AirNow","550250041","3","6.8","ug/m3 LC","28","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/16/2021","AirNow","550250041","3","5.3","ug/m3 LC","22","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/17/2021","AirNow","550250041","3","3.2","ug/m3 LC","13","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/18/2021","AirNow","550250041","3","9","ug/m3 LC","38","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/19/2021","AirNow","550250041","3","8.8","ug/m3 LC","37","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/20/2021","AirNow","550250041","3","6.7","ug/m3 LC","28","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/21/2021","AirNow","550250041","3","2.6","ug/m3 LC","11","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/22/2021","AirNow","550250041","3","3.8","ug/m3 LC","16","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/23/2021","AirNow","550250041","3","6.8","ug/m3 LC","28","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/24/2021","AirNow","550250041","3","16.9","ug/m3 LC","61","MADISON EAST","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.1008379448758","-89.3572982165232"
"01/01/2021","AirNow","550250047","3","22.7","ug/m3 LC","73","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/02/2021","AirNow","550250047","3","20.5","ug/m3 LC","69","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/03/2021","AirNow","550250047","3","12.2","ug/m3 LC","51","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/04/2021","AirNow","550250047","3","10.4","ug/m3 LC","43","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/05/2021","AirNow","550250047","3","16.8","ug/m3 LC","61","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/06/2021","AirNow","550250047","3","19.8","ug/m3 LC","67","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/07/2021","AirNow","550250047","3","15.1","ug/m3 LC","57","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/08/2021","AirNow","550250047","3","8.8","ug/m3 LC","37","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/09/2021","AirNow","550250047","3","9.7","ug/m3 LC","40","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/10/2021","AirNow","550250047","3","15.4","ug/m3 LC","58","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/11/2021","AirNow","550250047","3","11.6","ug/m3 LC","48","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/12/2021","AirNow","550250047","3","13.3","ug/m3 LC","54","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/13/2021","AirNow","550250047","3","16.7","ug/m3 LC","61","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/14/2021","AirNow","550250047","3","19.6","ug/m3 LC","67","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/15/2021","AirNow","550250047","3","7.1","ug/m3 LC","30","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/16/2021","AirNow","550250047","3","5.9","ug/m3 LC","25","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/17/2021","AirNow","550250047","3","3.4","ug/m3 LC","14","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/18/2021","AirNow","550250047","3","8.8","ug/m3 LC","37","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/19/2021","AirNow","550250047","3","8.1","ug/m3 LC","34","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/20/2021","AirNow","550250047","3","6.3","ug/m3 LC","26","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/21/2021","AirNow","550250047","3","3.3","ug/m3 LC","14","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/22/2021","AirNow","550250047","3","5.1","ug/m3 LC","21","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/23/2021","AirNow","550250047","3","6.6","ug/m3 LC","28","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/24/2021","AirNow","550250047","3","7","ug/m3 LC","29","MADISON - UNIVERSITY AVE WELL #6","1","100.0000","88101","PM2.5 - Local Conditions","31540","Madison, WI","55","Wisconsin","025","Dane","43.0733","-89.4358"
"01/01/2021","AirNow","550270001","3","24.7","ug/m3 LC","77","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/02/2021","AirNow","550270001","3","20.9","ug/m3 LC","70","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/03/2021","AirNow","550270001","3","14.3","ug/m3 LC","56","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/04/2021","AirNow","550270001","3","10.9","ug/m3 LC","45","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/05/2021","AirNow","550270001","3","16.9","ug/m3 LC","61","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/06/2021","AirNow","550270001","3","17.7","ug/m3 LC","63","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/07/2021","AirNow","550270001","3","12.6","ug/m3 LC","52","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/08/2021","AirNow","550270001","3","6.4","ug/m3 LC","27","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/09/2021","AirNow","550270001","3","6.7","ug/m3 LC","28","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/10/2021","AirNow","550270001","3","14.3","ug/m3 LC","56","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/11/2021","AirNow","550270001","3","13.7","ug/m3 LC","54","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/12/2021","AirNow","550270001","3","17.5","ug/m3 LC","62","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/13/2021","AirNow","550270001","3","21.5","ug/m3 LC","71","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/14/2021","AirNow","550270001","3","20.8","ug/m3 LC","69","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/15/2021","AirNow","550270001","3","6.2","ug/m3 LC","26","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/16/2021","AirNow","550270001","3","4.5","ug/m3 LC","19","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/17/2021","AirNow","550270001","3","3.3","ug/m3 LC","14","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/18/2021","AirNow","550270001","3","6.3","ug/m3 LC","26","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/19/2021","AirNow","550270001","3","8.1","ug/m3 LC","34","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/20/2021","AirNow","550270001","3","6.9","ug/m3 LC","29","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/21/2021","AirNow","550270001","3","3.1","ug/m3 LC","13","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/22/2021","AirNow","550270001","3","3.5","ug/m3 LC","15","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
"01/23/2021","AirNow","550270001","3","9.8","ug/m3 LC","41","HORICON WILDLIFE AREA","1","100.0000","88101","PM2.5 - Local Conditions","13180","Beaver Dam, WI","55","Wisconsin","027","Dodge","43.466111000942","-88.621111"
